id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,zipcode
798000145,2014,244500,2,1.75,1300,14500,1,3,1939,98168
7905400040,2014,206000,3,1.75,1140,9800,1,4,1968,98001
3825310720,2015,890000,4,2.5,2930,9158,2,3,2005,98052
4137000540,2015,329950,4,2.25,2140,8874,2,3,1986,98092
120059044,2015,250000,3,1.75,1628,286355,1,3,1996,98092
420069021,2014,246000,3,2,1990,203861,1,3,1949,98022
622100092,2014,440000,3,1.75,1950,19747,1,3,1979,98072
3876312620,2014,395000,4,1.75,1910,8117,1,3,1975,98072
3331001165,2014,305000,3,1,820,5150,1,5,1918,98118
2019200220,2014,160000,3,2.25,1470,8682,1,3,1985,98003
2019200220,2015,269000,3,2.25,1470,8682,1,3,1985,98003
7956200220,2014,169500,3,1,1060,10023,1,3,1962,98023
6632900452,2014,690500,4,2.75,3130,8920,2,3,2014,98155
8165100035,2014,245560,2,1.5,1260,9693,1,3,1957,98177
9264930970,2015,345000,4,2.75,2200,13498,2,3,1987,98023
3344500085,2014,383000,4,1.75,2580,19607,1,4,1958,98056
3320000222,2014,388500,3,2.25,1350,944,2,3,2007,98144
3375300210,2014,250000,3,1.75,1350,8548,1,3,1985,98003
5469500580,2015,455500,3,1.75,2290,19000,1,4,1973,98042
8146100610,2014,672000,3,1,1220,8573,1,4,1954,98004
3223059123,2014,550000,4,1.5,2750,128502,1,2,1958,98055
2325059101,2015,487000,3,1.75,1430,12632,1,3,1959,98008
9475710040,2014,291375,4,2.5,2220,6233,2,3,2001,98059
9310300175,2015,225000,3,1,1490,15850,1,3,1946,98133
8099900040,2014,519950,5,3.5,2440,10200,2,4,1974,98075
3224800120,2014,250000,3,2.5,2070,8400,2,4,1990,98002
4232903265,2014,614950,3,1,1500,2400,1.5,5,1900,98119
8861500065,2015,599500,4,2.25,2020,10260,2,4,1984,98052
3585300365,2014,625000,4,1.5,2190,13660,1,3,1952,98177
8019200360,2015,248500,2,1,780,10064,1,4,1958,98168
2862100205,2014,469950,5,2,1220,4200,1,4,1921,98105
7420100040,2015,525000,3,1.5,1840,10956,1,4,1970,98033
223039229,2014,787500,2,2.5,2390,6928,2,4,1949,98146
7967950040,2015,485000,4,2.5,3710,15935,1,3,2005,98001
1443500120,2015,310000,2,1,750,5379,1,3,1919,98118
3920000040,2014,280000,5,2,2110,7919,1,3,1966,98118
126059021,2015,200000,4,1,1020,42966,1.5,4,1922,98072
8106300970,2014,490000,3,2.5,3080,7363,2,3,2006,98055
9320900610,2014,146000,3,1,900,4770,1,3,1969,98023
5647900650,2014,500000,5,3,3720,25474,2,3,1986,98001
1432701430,2014,242500,3,1,940,7380,1,3,1959,98058
6632300477,2014,324950,3,1,1040,7288,1,3,1959,98125
9476200150,2015,231500,2,1,1000,7615,1,4,1943,98056
8029500450,2014,300000,3,2.5,2080,9827,2,3,1989,98023
9510320150,2014,545000,4,2.5,2500,50595,2,3,1997,98045
415100085,2015,350000,3,1,1050,8583,1,5,1955,98133
8562850150,2014,467100,3,1.75,1620,8645,1,3,1973,98052
1951600150,2015,180000,3,1,1610,8500,1.5,3,1959,98032
6745700150,2014,749000,4,1.5,2130,5000,2,4,1920,98144
9211520410,2014,245000,3,2.5,1460,11593,2,3,1989,98023
3388000040,2014,260000,5,1,1600,7350,1,5,1962,98031
3566800040,2014,490000,3,3,1730,2940,3,3,1985,98117
4221250120,2014,565000,4,2.5,2280,4602,2,3,2003,98075
1402600040,2014,330000,4,2.25,2430,7490,2,3,1983,98058
2720000120,2014,295000,3,1,1380,7575,1,4,1963,98056
3359500665,2014,725000,3,1.5,1790,6000,1.5,4,1903,98115
7732650040,2014,1.135E+06,4,2.5,3370,10602,2,3,1999,98007
2874600040,2014,680000,3,2.25,2920,6300,1,3,1956,98177
6154900065,2014,490000,2,1,2180,9300,1,4,1947,98177
3491300180,2015,635000,3,1.75,1480,6985,1.5,4,1926,98117
619079096,2015,750000,3,2.5,2350,715690,1.5,4,1979,98022
9264920620,2014,330000,4,2.25,2440,8098,2,3,1983,98023
7899800730,2015,270000,3,2.5,1350,1189,2,3,2007,98106
8944750730,2014,340000,3,2.25,1970,3716,2,3,1997,98056
2922703150,2015,413252,3,0.75,1110,3960,1,3,1951,98117
293610040,2015,600000,4,2.75,2950,5803,2,3,2007,98028
7215720410,2015,726888,5,3,2970,7261,2,3,1999,98075
5550300175,2014,285000,2,1,720,6400,1,4,1943,98126
1588600040,2015,365000,2,1,770,5680,1,4,1929,98117
7819000040,2015,295000,4,2,1650,7200,1,3,1964,98133
1839920180,2015,460000,3,2.25,1620,7350,1,3,1969,98034
2560803085,2014,230000,3,1.5,1510,10588,1.5,3,1947,98198
6414100133,2014,337000,3,1,1070,6109,1,5,1951,98125
164000174,2014,300000,3,1,1010,6300,1,3,1957,98133
1118001201,2015,2.3E+06,4,2.5,3370,8402,1,5,1962,98112
5104510720,2014,360000,4,2.5,2000,5500,2,3,2003,98038
3904910650,2015,585000,3,2.5,2060,10839,2,3,1987,98029
9211500620,2014,182700,3,2.25,1740,6650,1,3,1978,98023
9211500620,2015,305000,3,2.25,1740,6650,1,3,1978,98023
6402710120,2014,309950,3,2.5,1880,7838,2,3,1994,98055
1245001739,2015,550000,3,1,960,12527,1,3,1972,98033
6817850040,2014,825000,3,2.5,3280,26413,1,3,1985,98074
9839301165,2014,998500,2,1,1570,4400,1.5,4,1914,98122
1854900410,2014,644500,4,2.5,2990,5342,2,3,2004,98074
2787700180,2015,320000,3,2,1250,8636,1,5,1968,98059
1843130210,2014,266950,3,2.5,1920,4803,2,3,2005,98042
205000450,2014,633100,4,2.5,2470,33305,2,3,1993,98053
3626039279,2014,395000,2,1,960,6700,1,3,1951,98103
3126049261,2015,259250,3,1,940,5904,1,3,1947,98103
8658303265,2014,300000,3,1,1260,5000,1,4,1968,98014
2421059009,2015,413000,3,1.75,2280,139392,1,3,1977,98092
3111300040,2014,435000,3,2.25,1740,8491,1,3,1958,98177
1770000330,2014,500000,4,2.75,2630,15000,1,4,1976,98072
4174600264,2014,402000,4,1.75,2430,5481,1,3,1953,98108
822039025,2015,777700,3,2.5,2260,251460,1.5,3,1995,98070
9521101065,2015,580000,2,1.5,1220,5000,1,4,1938,98103
3244500158,2014,570000,3,1.75,2580,40392,1,3,1986,98072
3603000410,2014,174950,2,1,730,6000,1,3,1950,98198
7548300441,2014,300000,2,1,760,3001,1,3,1913,98144
3034200142,2014,435000,3,1.5,1740,6988,1,3,1950,98133
8651611590,2014,840000,4,2.5,3420,8405,2,3,2000,98074
2978800120,2014,469000,5,2.5,2240,7543,1,3,1966,98177
7011200515,2014,870000,4,1.75,1920,3600,2,4,1907,98119
7199340620,2014,532000,4,1.75,2020,7029,1,4,1979,98052
7291700065,2015,455000,4,1.5,1880,11400,1,3,1955,98177
2129700142,2014,201000,3,1,1010,25277,1,5,1961,98019
318300040,2014,649000,5,3.25,3990,13087,2,3,1991,98042
5101400871,2015,445500,2,1.75,1390,6670,1,3,1941,98115
2561360120,2014,475000,3,2,1230,11502,1,4,1984,98052
293800120,2015,590000,4,2.5,2940,29013,2,3,1992,98077
2595300155,2015,565000,4,1.5,2190,8296,2,3,1935,98136
2853600155,2014,110000,1,1,640,10280,1,2,1920,98126
4365200555,2014,375000,3,2.5,1670,7740,1,3,1974,98126
2473100790,2014,255000,3,1.5,1240,8528,1,4,1967,98058
8019200925,2015,315000,5,1.75,1850,14800,1.5,3,1937,98168
6071600450,2014,496600,4,2.25,2020,8400,1,4,1961,98006
5249803036,2014,380000,3,1,1020,4800,1,3,1944,98118
3222069151,2014,338950,3,1.75,1610,22496,1,4,1974,98042
5561400610,2014,542500,5,3.5,2730,42500,1,3,1989,98027
5700000905,2014,739000,5,2.5,2840,5000,1,4,1913,98144
3362401935,2014,549000,4,1.75,1290,3060,2,4,1906,98103
2893000610,2014,252000,3,2.25,1670,7881,1,4,1977,98031
7856410411,2014,1.69889E+06,4,4.5,3860,15246,2,3,2004,98006
8156600155,2014,735000,4,1.75,2460,5100,1.5,5,1909,98115
2560803248,2014,270000,4,2.5,1660,8063,1,4,1978,98198
1118001215,2015,2.25E+06,3,2.5,3420,8700,1,3,1951,98112
1437500035,2014,155000,2,1,1010,43056,1.5,3,1990,98014
2124049229,2015,469000,4,2.5,2240,5624,1,3,1961,98108
7129304225,2015,305000,4,2.25,2340,5250,2,5,1965,98118
7986400180,2014,675000,3,1.75,1920,4500,1,5,1924,98107
809001970,2014,931000,3,2.5,2460,6600,1.5,4,1929,98109
7979900145,2015,385000,3,1,1470,11398,1,3,1950,98155
3299600040,2015,815000,3,2.5,3400,12442,2,3,2001,98075
8651730580,2015,531000,3,2.25,1910,8390,1,3,1979,98034
1250201175,2015,386500,4,1,1400,3600,1,4,1901,98144
8651510610,2014,475580,3,1.75,1520,11085,1,3,1983,98074
7017200120,2014,358000,2,1,930,5077,1,3,1939,98133
9272201385,2014,677500,5,1,2340,4730,2,3,1918,98116
518500210,2014,868500,3,2.5,2920,3942,3,3,2008,98056
3260000120,2015,599380,3,1.75,1270,7350,1,4,1967,98005
7504030220,2014,712000,4,2.25,2450,11960,1,3,1979,98074
7972601885,2015,350000,5,1.75,1380,7620,1,3,1955,98106
2331300395,2014,875000,4,2,2520,6000,1,3,1921,98103
2597710450,2015,365000,3,2.25,2290,7350,2,3,1988,98058
8122600145,2014,452000,4,2,1660,6150,1,3,1945,98126
629000410,2015,915000,3,2.75,2800,9750,1,5,1957,98004
7202380120,2015,482500,3,2.5,1690,3068,2,3,2005,98053
2926049437,2014,425000,3,1,1180,7200,1.5,4,1949,98133
9550202700,2014,460000,2,1.75,1390,4160,1,5,1916,98105
1231000458,2014,666570,4,2,2320,7400,1.5,5,1913,98118
9485930120,2014,390000,3,2.25,2270,32112,1,4,1980,98042
7923100410,2014,650000,4,1.75,2640,8215,1,4,1966,98008
2571910210,2014,305000,3,2,1680,8487,1,3,1993,98022
3395800155,2014,250000,3,1,990,8100,1,3,1949,98146
9558040230,2015,438800,4,2.5,2770,4432,2,3,2004,98058
7129302185,2014,290000,2,1,950,5650,1,5,1943,98118
7841300230,2015,324950,4,2,2160,4800,2,4,1929,98055
2768300650,2014,453000,3,2.5,1650,1838,2,4,1991,98107
546000865,2014,556000,3,1,1800,4005,1.5,4,1929,98117
7708300150,2014,315000,3,2,1660,11135,1,3,1971,98045
3709500180,2014,445830,3,2.5,1870,5449,2,3,2003,98011
9273200145,2014,1.26E+06,3,3.5,3220,3960,2,3,1991,98116
2025700730,2014,287200,3,3,1850,19966,1,4,1992,98038
2215500220,2014,525000,4,1.5,1580,6360,1.5,3,1945,98115
3758900220,2014,1.135E+06,4,4.25,4590,17621,2,3,2003,98033
7229900925,2014,381000,3,1.75,2700,18246,1,4,1967,98059
6632900084,2014,360000,3,1.75,1020,7020,1.5,4,1953,98155
7137300040,2015,619000,5,3.5,2950,2932,3,3,2004,98144
222069029,2015,535000,2,1.75,1780,224769,1,4,1976,98038
7518503685,2014,402000,2,1,710,5100,1,5,1905,98117
7701930180,2014,600000,4,3.5,4300,70407,2,3,1992,98058
5072420040,2014,549950,3,2.5,2080,8690,1,3,1974,98166
4058802300,2014,300000,4,2,2360,7440,1,3,1955,98178
5127100210,2015,360000,6,2,2210,9870,2,4,1969,98059
6453300306,2014,419000,7,3.25,4340,8521,2,3,1986,98106
4442800166,2015,510000,3,3,1320,1012,3,3,2009,98117
8078490330,2014,319950,3,2.5,1980,9907,2,3,1991,98022
2322069010,2014,1.18E+06,5,5,3960,94089,2,3,1998,98038
9558021010,2014,381000,4,2.5,2130,6003,2,3,2003,98058
6700390230,2015,256900,3,2.5,1720,3951,2,3,1992,98031
1841400150,2015,346000,5,1,1790,30456,1,4,1964,98030
6873000150,2014,465000,2,2.25,1390,1222,3,3,2009,98052
5710500230,2015,545000,3,2,1900,9975,1,3,1973,98027
9528102060,2014,516000,2,1.75,1640,3090,1,4,1925,98115
2490200450,2014,550000,4,2.5,2700,5100,1,4,1968,98136
4178500580,2015,339950,4,2.25,2200,7150,2,4,1990,98042
4325700085,2015,417000,3,1,1310,8514,1,4,1953,98133
5606000120,2015,906000,4,2.5,2480,5000,1,3,1951,98105
5451220150,2014,980000,4,2.25,3010,9800,2,4,1973,98040
7954300620,2015,555000,4,2.5,2450,5079,2,3,2001,98056
2591010040,2014,468000,2,1.75,1250,7029,1,4,1986,98033
3321079060,2014,378000,3,1.75,2610,117176,1,3,1981,98022
7229900145,2014,430000,4,2.5,2010,16020,1.5,5,1962,98059
5710610790,2014,730100,4,2.5,3120,14300,2,3,2003,98027
937000220,2014,219000,4,1.5,1370,7944,1.5,3,1961,98198
7504001320,2014,570000,3,2.5,2420,11953,1,3,1990,98074
3832710450,2014,262500,4,2.75,1500,7036,1,3,1979,98032
8567450180,2014,525000,5,2.5,2630,9216,2,3,2003,98019
4443801590,2015,520000,2,1,950,3880,1,4,1919,98117
7399200770,2014,417400,3,3,2680,12285,1,4,1970,98055
8562740530,2014,788000,4,3.25,3680,5759,2,3,2003,98027
5592900230,2014,320000,3,1,1270,7400,1,4,1956,98056
3693900155,2014,950000,6,1,2330,5000,1.5,4,1920,98117
3782100155,2014,255000,3,1,960,8100,1,3,1955,98155
104550580,2014,260000,4,2.5,1990,6671,2,3,1989,98023
4365200620,2015,394000,3,1,1450,7930,1,4,1923,98126
226059161,2014,575000,4,2.5,2280,27441,2,3,1996,98072
5316100220,2015,1.25E+06,4,2.25,1830,7200,2,3,1923,98112
1387300760,2014,385000,3,2.25,1650,7800,1,3,1969,98011
2521059042,2014,456000,5,2.75,2720,193406,1,4,1968,98092
7974200902,2015,637000,4,2.5,1710,5000,1,3,1979,98115
259600910,2014,485000,5,1.5,1420,9900,1,3,1964,98008
4375700065,2014,315275,3,1.75,1440,8040,1,3,1951,98125
2473100330,2014,252500,2,1.5,1280,8710,1,3,1967,98058
1523069095,2015,240000,2,1,1320,24319,1,3,1966,98027
5101402428,2014,790000,4,2.5,2560,12760,1,4,1949,98115
1072100085,2014,310000,3,1,1480,7830,1,3,1952,98133
9322800230,2014,1.25E+06,4,2.5,2960,20240,2,4,1985,98146
2695600455,2015,425000,2,1,1160,5038,1,5,1942,98126
8946400210,2014,548000,3,2.5,2110,4099,2,3,2001,98072
1523069197,2014,379880,3,2.5,1650,14054,1,4,1986,98027
8078420230,2014,530000,3,2.5,1950,9906,2,3,1988,98074
2723069052,2015,695000,3,2.25,2600,220300,1.5,5,1977,98027
9297300395,2014,435000,3,1,1270,4000,1.5,3,1928,98126
1428000970,2014,540000,3,1.75,1300,62290,1,3,1983,98053
1774000720,2014,425000,3,2.25,1790,10209,1,3,1967,98072
2826049106,2014,490000,3,2.5,1930,7266,2,3,2005,98125
2113700205,2014,220000,4,1,1200,6000,1.5,3,1923,98106
1036450360,2015,540000,4,2.5,2050,3784,2,3,2001,98034
714000155,2014,670000,3,1,1710,6195,1,3,1946,98105
686800065,2014,667500,3,1.75,2130,20423,1,3,1953,98004
5323100120,2014,585000,3,3.5,1700,2197,2,3,2010,98116
8658300455,2014,225000,3,1.5,1390,12500,1,4,1976,98014
2202500150,2014,375000,3,1,1230,9877,1,3,1954,98006
258100040,2014,335000,3,2,1490,8847,1,4,1967,98177
4027700021,2015,680000,5,3.25,2440,15815,2,3,2014,98155
9828701747,2015,600000,3,1,970,4800,1,3,1950,98112
1523049207,2014,161000,4,2,1700,8043,1,3,1954,98168
1523049207,2015,220000,4,2,1700,8043,1,3,1954,98168
2131701075,2014,420000,3,1.75,1720,5000,1.5,3,1932,98019
1794500870,2015,710000,3,1,1400,2250,1.5,3,1909,98119
6383000790,2015,626000,4,2.5,2570,7221,1,4,1958,98117
723049448,2014,279500,3,1.5,1200,8040,1,4,1959,98146
5093300325,2014,1.61E+06,4,3.5,4390,11600,2,3,1990,98040
7547300120,2014,325000,2,1,1080,5000,1,3,1954,98106
2473000720,2014,380000,4,2.25,1860,7980,1,4,1966,98058
7697800040,2014,470000,4,2.75,2150,9820,1,4,1979,98011
1442860120,2014,363000,4,3,2250,12142,2,3,1986,98058
9542800610,2015,245000,4,2.25,2050,7700,2,3,1977,98023
6003501400,2015,525000,3,1,1010,3520,1,3,1902,98102
5493100366,2014,1.7E+06,5,3.5,5850,22885,2,4,1978,98004
6681500205,2015,658500,4,2.25,1900,5000,1,3,1963,98199
2594200230,2015,680000,2,1,1020,8442,1,4,1941,98136
624110450,2015,835000,4,2,3390,16025,2,4,1987,98077
2768100180,2014,595000,4,2.5,1990,2175,2,3,2005,98107
9406700180,2015,419000,4,2.5,3190,4980,2,3,2005,98038
2122059077,2014,198900,2,1,1210,18700,1,4,1940,98042
624110610,2014,1.085E+06,4,3.25,3740,12080,1,3,1988,98077
3575302245,2015,500000,3,3.5,2150,4368,2,3,1998,98074
2287600040,2014,575000,4,1.75,2440,8100,1,4,1960,98177
2026049183,2015,324950,2,1.5,1230,1516,3,3,2000,98125
216500040,2015,259000,3,2.5,2740,7980,2,4,1964,98168
6705800040,2014,551000,2,2,2260,9604,1,3,1990,98011
9266701115,2014,488000,2,1.5,1000,5125,1,3,1942,98103
3811000180,2015,635000,4,2.25,2350,46173,2,4,1980,98053
1561900180,2015,395000,3,2.5,2300,8938,2,3,1989,98031
3432500760,2014,370000,3,1,1440,8287,1.5,4,1928,98155
7465900205,2014,675000,4,3,2780,5000,1.5,5,1919,98116
6629300120,2015,402000,3,1,1200,6825,1,3,1954,98133
3026059011,2014,825000,3,2.75,3040,24192,2,4,1987,98034
822069029,2015,579000,3,2.75,2660,223027,1,3,1962,98038
9826701490,2015,455000,5,2,1510,3000,2,3,1983,98122
4137020360,2014,265000,3,2.5,1780,6527,2,3,1989,98092
1115700040,2014,713500,5,2.75,2920,9163,1,4,1976,98006
1061400180,2015,240000,3,1,1550,12670,1,4,1962,98056
820079081,2014,570000,4,3,2710,217800,2.5,3,2006,98022
2524069072,2014,243800,3,1,1140,27760,1,4,1981,98027
9521101520,2014,543000,2,1,940,3864,1,4,1918,98103
5016002240,2014,1.01E+06,3,2.25,2160,7500,2,3,1982,98112
424069010,2014,625000,4,2.25,2470,17008,2,4,1979,98075
5104540610,2014,459950,4,2.5,2800,6567,2,3,2006,98038
8567300150,2014,370000,4,2.75,2420,39704,1,3,1985,98038
2976800749,2014,150000,4,2,1460,7254,1,3,1959,98178
7015200790,2014,683500,3,1.5,1820,5756,1.5,3,1946,98119
2770604104,2014,499950,3,2.5,1520,2208,2,3,2007,98119
1624049092,2014,255000,2,1,1320,9967,1,3,1919,98108
8078570410,2015,279000,3,2.5,1920,7779,2,3,1989,98031
7974200456,2014,910000,5,3,2640,5096,2,3,2009,98115
752000035,2014,699000,4,2.5,2650,7945,2,3,2006,98125
3262300322,2015,1.651E+06,4,3.25,3640,13530,1,3,1924,98039
5412300410,2015,248000,3,1,1420,8800,1,4,1981,98030
4013200145,2014,429000,3,1,1540,37950,1,4,1959,98001
2623039018,2014,685000,4,1,1550,15239,1.5,3,1930,98166
8122100650,2014,316000,2,1,730,5040,1,3,1927,98126
1005000220,2015,410000,2,1,2020,7540,1,3,1921,98118
1023089096,2014,299000,3,1,1200,15843,1,3,1955,98045
1392800035,2014,559000,2,1,1240,6400,1,4,1938,98126
1523069072,2014,575000,3,2.25,2680,100188,2,4,1978,98027
519000043,2014,602000,3,2.5,1640,3804,2,3,1998,98122
475000975,2014,492000,4,2,1640,5000,2,3,1907,98107
4142450040,2015,293500,3,2.5,1610,5024,2,3,2004,98038
2824059043,2014,481000,3,2.75,2290,14810,1,5,1967,98056
8558600085,2014,311100,4,2.25,2130,8078,1,4,1977,98055
8649400410,2015,375000,3,1.75,2140,13598,1.5,4,1970,98014
2523089025,2015,1.075E+06,3,3,4020,435600,1.5,3,1999,98045
9512500720,2015,500000,5,2.5,2030,8400,1,3,1968,98052
2461900760,2015,553000,3,1,1380,6250,1,4,1918,98136
2877104196,2014,760000,3,2,1780,1750,1,3,1927,98103
2493200325,2015,589500,4,1.5,1440,3200,1,4,1960,98136
5210200410,2014,840000,5,2.75,2790,20824,1,3,1959,98115
1954700410,2014,2.546E+06,4,3,4190,8805,2.5,5,1928,98112
9253900210,2014,1.275E+06,3,2.5,3870,46609,2,3,1997,98008
984000450,2014,260000,3,2.5,1850,7875,1,3,1968,98058
993002247,2014,430000,3,2.25,1550,1469,3,3,2004,98103
7517500610,2015,781000,3,2.5,1920,1896,3,3,2000,98103
3438500981,2015,280000,2,1,790,13170,1,3,1947,98106
2011400021,2014,392000,5,2.25,3740,32481,1.5,3,1958,98198
4038100360,2015,466200,3,1.5,1340,8856,1,4,1959,98008
2028700360,2014,641000,3,1.75,1620,3975,1,5,1926,98117
9144100035,2015,350000,3,1,1680,8010,1,3,1951,98117
8665050530,2015,450000,3,2,1610,4364,2,3,1996,98029
5425700205,2014,1.8E+06,4,3.5,4460,16953,1,3,1962,98039
7399100040,2015,185000,3,1.5,1200,1848,2,3,1966,98055
7809200035,2015,290000,2,1,1250,12507,1,5,1958,98056
1825069072,2015,964000,3,2.5,3630,9475,2,3,1999,98074
2524049318,2014,2E+06,4,3,4260,18000,2,3,2000,98040
7527200360,2014,545000,3,2.5,2180,15693,1,4,1979,98075
3041700035,2015,609950,3,2.25,1760,10350,1,4,1979,98033
625049318,2014,605000,4,2,1820,7626,1,5,1941,98103
6071400360,2014,550000,4,2.5,2120,9163,1,4,1961,98006
8127700720,2015,905000,4,2.75,2730,4268,2,3,2009,98199
1402650360,2014,384200,3,2.5,2430,7613,2,4,1986,98058
3277800845,2014,370000,3,1,1170,1105,1,3,1965,98126
2771603050,2014,717500,3,1,2090,4000,1.5,3,1931,98199
1068000150,2015,1.999E+06,4,3.25,3910,7500,2,4,1933,98199
126039213,2014,365500,2,1,1140,15624,1,4,1909,98177
7537300210,2015,580000,2,1.5,1460,5700,1.5,3,1912,98115
764000155,2014,415000,4,1.5,2700,14760,1.5,5,1940,98022
7454000555,2015,272000,2,1,670,6300,1,4,1942,98126
2215500205,2014,600000,3,1.75,1880,6360,1,4,1945,98115
3013300085,2014,744000,4,3,1980,5352,2.5,3,1941,98136
3760500222,2014,830000,3,3,2080,10521,1.5,3,2004,98034
6145601312,2014,322000,3,3.25,1380,1225,3,3,2000,98133
3750605674,2014,270000,3,2.5,1808,19200,1,3,2005,98001
1001200035,2015,272450,3,1,1350,7973,1.5,3,1954,98188
2768300736,2015,605000,3,3,1760,2114,2,3,2008,98107
5255300150,2015,510000,3,1.75,1950,8325,1,4,1962,98011
5015001215,2015,1.125E+06,4,3.5,3170,4000,2,3,1999,98112
4219400580,2014,1.688E+06,4,2.5,3000,7500,2,3,1937,98105
6151800612,2015,162000,4,1,1460,16638,1,4,1975,98010
7893207510,2015,337500,3,1.75,1350,5850,1,4,1973,98198
8899200720,2015,312000,3,2.25,1470,7857,1,4,1973,98055
7167000040,2014,740000,4,3,3350,199253,2,3,2004,98010
7167000040,2015,700000,4,3,3350,199253,2,3,2004,98010
7771300035,2014,328000,4,1,1360,8136,1,3,1948,98133
7967700530,2015,241000,3,1,1020,7538,1,3,1981,98032
6669150790,2014,265000,3,2.25,1840,6750,1,4,1980,98031
1921059213,2015,246000,5,1.75,2030,10200,1,4,1958,98002
723049533,2014,271000,4,1.75,1490,9112,1,3,1940,98146
797000276,2014,270000,2,1,2060,8398,1,3,1962,98168
6381500720,2014,395000,4,2,2240,7085,1.5,3,1944,98125
3812400789,2014,340000,3,2,1460,5715,1,3,1957,98118
3451000206,2014,340000,3,1.75,2140,13260,1,3,1948,98146
8165501540,2015,335000,2,2.25,1420,1246,2,3,2007,98106
3131201563,2014,435000,2,1,1060,3036,1.5,4,1943,98105
6813600365,2014,527950,4,1.75,1760,3600,1,5,1926,98103
1822039138,2015,600000,2,2.25,2320,18919,2,4,1976,98070
4443800555,2014,667000,3,1.75,1770,3880,1,3,1963,98117
627300145,2014,1.148E+06,10,5.25,4590,10920,1,3,2008,98004
9133600120,2015,417000,3,2.5,2040,11211,2,3,2000,98055
2354300910,2015,451000,4,1.75,1260,7250,1,3,1943,98027
6917700665,2015,580000,2,1,1650,9780,1,3,1943,98199
7214710210,2014,570000,4,2.25,2380,36446,2,4,1977,98077
2649500155,2014,750000,5,3.25,2750,7500,2,3,1937,98033
3343301385,2014,685000,3,2.5,2810,7700,2,3,2001,98006
1237500720,2014,275000,3,2,1340,9764,1,3,1944,98052
1724069043,2014,739888,3,2.5,2420,43177,2,4,1989,98075
8682210650,2014,715000,2,2.5,2160,5581,1,3,2002,98053
2025049025,2015,800000,4,2,2450,4400,1,3,1913,98102
7883605695,2014,350000,3,1.5,1870,9000,1,3,1923,98108
2120069003,2014,220000,3,1,1000,223462,1,4,1933,98022
7852130720,2014,452500,3,2.5,2240,7791,2,3,2002,98065
3832060120,2015,280000,4,2.5,2200,5893,2,3,2008,98042
4356200120,2014,248000,1,1,790,12000,1,3,1918,98118
4073200124,2015,305000,2,1,890,7200,1,3,1949,98115
2113700790,2015,435010,3,1,1270,4000,1,3,1954,98106
9274202620,2014,678100,3,1.75,1850,2860,1.5,5,1931,98116
2026049124,2014,325000,3,2.25,1352,1694,3,3,2007,98125
1828000760,2014,529950,3,2,1540,8400,1,3,1968,98052
6187700175,2014,440000,3,1.75,1640,8529,1,5,1951,98155
6371500040,2015,585000,3,1,1350,4800,1.5,3,1928,98116
8929000040,2014,462608,3,2.5,2010,2778,2,3,2014,98029
2970800145,2015,350500,3,1.75,2080,5200,1,3,1974,98166
8588000610,2014,210000,3,1,1040,8125,1,3,1956,98003
3905080870,2015,510000,3,2.5,1890,5929,2,3,1993,98029
2457200040,2015,280000,3,2.25,1810,7630,1,4,1959,98056
3971700580,2015,385000,3,1.75,1930,14389,1,3,1963,98155
7304300760,2014,349000,3,1,1010,8184,1,4,1947,98155
5561720180,2014,252000,3,2.25,1740,10836,1,3,1981,98031
1370801565,2014,1.1E+06,4,2.5,2910,8881,2,3,1932,98199
1822350180,2014,375000,3,2.25,1330,8004,2,3,1985,98034
1310900610,2014,336000,4,2.25,2210,11700,2,4,1967,98032
9285800330,2014,732000,3,3.75,2670,6517,2.5,4,1977,98126
6620400205,2014,200000,2,1,1000,6227,1,3,1949,98168
1644510040,2014,681716,4,2.5,3150,7277,2,3,2006,98056
6151800606,2015,235000,3,1.75,1520,12246,1,4,1971,98010
5245600120,2014,257500,3,1,1690,13825,1,3,1955,98148
8951900065,2014,315000,3,1,1070,9497,1,3,1955,98028
226039186,2014,299950,3,1,910,8000,1,4,1950,98177
3558900450,2014,530000,4,2.25,2130,8640,1,3,1969,98034
3179100790,2014,766500,2,1.75,2230,6930,1,4,1947,98105
9808590210,2014,860000,4,2.5,3560,11119,1,3,1986,98004
1781500220,2015,690000,3,2.5,2590,4961,2,3,1944,98126
3126049052,2015,551000,4,1.75,2040,6348,1,3,1962,98103
8677900120,2014,530000,3,2.75,2100,20150,1,4,1955,98034
5408100035,2015,568000,3,1,1340,7260,1.5,3,1953,98125
3827600040,2014,749950,3,2.5,2770,10773,2,3,1992,98008
7504100910,2014,535000,3,2.5,2400,12546,1,3,1983,98074
2068500210,2015,234300,3,1,1140,9779,1,3,1963,98055
2172000035,2014,190000,2,,930,11450,1,3,1946,98178
4039400410,2014,525000,4,1.75,1820,6600,1,5,1960,98007
7519000580,2014,610000,4,1,1390,3708,1.5,4,1926,98117
9828702266,2014,520000,3,2.5,1480,1165,3,3,2006,98144
2770602170,2015,375000,2,1,760,6000,1,3,1942,98199
3260100330,2014,600000,3,1.75,1580,7416,1,3,1967,98005
925059219,2014,664000,4,2.5,1870,16200,1,5,1974,98033
1257201010,2015,698000,2,1,1510,4080,1,3,1923,98103
476000333,2014,418000,3,2,1250,1306,3,3,2001,98107
